dataset: Skin_NonSkin.csv
time_cons: 255.9802701473236 s
mem_cons: 93317.5673828125 KB
precision: {'1.0': 0.83359375, '2.0': 0.8121386072236655}
recall: {'1.0': 0.10633844927247359, '2.0': 0.9945353789317051}
f1: {'1.0': 0.1886158741382358, '2.0': 0.8941298581478492}
result: 
{'label': ['0.0', '3.0', '182.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['201.0', '199.0', '164.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['84.0', '114.0', '171.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['179.0', '177.0', '129.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['6.0', '7.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['248.0', '250.0', '250.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['123.0', '118.0', '73.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['132.0', '156.0', '216.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['102.0', '147.0', '220.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['138.0', '139.0', '89.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '2.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['163.0', '161.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['101.0', '148.0', '222.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['91.0', '104.0', '156.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['190.0', '188.0', '148.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['162.0', '159.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['129.0', '166.0', '218.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['46.0', '107.0', '151.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['204.0', '202.0', '168.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['198.0', '196.0', '161.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['193.0', '194.0', '155.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['100.0', '73.0', '63.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['121.0', '153.0', '219.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['34.0', '33.0', '7.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['201.0', '200.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '1.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '197.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['183.0', '180.0', '135.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '173.0', '128.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['189.0', '160.0', '139.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['183.0', '180.0', '135.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['143.0', '185.0', '252.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['175.0', '172.0', '127.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['61.0', '62.0', '28.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['20.0', '16.0', '5.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['82.0', '110.0', '140.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['195.0', '209.0', '255.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['136.0', '140.0', '88.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '171.0', '121.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['57.0', '113.0', '172.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['138.0', '163.0', '227.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['1.0', '183.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['9.0', '10.0', '6.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['94.0', '92.0', '38.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['155.0', '115.0', '33.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['151.0', '154.0', '105.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['142.0', '167.0', '237.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['64.0', '66.0', '24.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['206.0', '207.0', '217.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '176.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['5.0', '4.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['245.0', '249.0', '250.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['104.0', '103.0', '47.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '175.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['175.0', '173.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['190.0', '191.0', '149.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['201.0', '200.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['166.0', '162.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['184.0', '90.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['160.0', '164.0', '129.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['86.0', '85.0', '41.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['108.0', '152.0', '211.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['199.0', '197.0', '163.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['140.0', '144.0', '103.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['239.0', '232.0', '223.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '174.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['62.0', '80.0', '141.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['73.0', '75.0', '29.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['31.0', '30.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['163.0', '184.0', '245.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['74.0', '48.0', '208.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['203.0', '198.0', '167.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '186.0', '231.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['168.0', '166.0', '118.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['56.0', '57.0', '18.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['255.0', '0.0', '255.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['169.0', '185.0', '238.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['149.0', '152.0', '103.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '168.0', '119.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['127.0', '127.0', '127.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['193.0', '193.0', '153.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['171.0', '169.0', '121.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '186.0', '238.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['112.0', '111.0', '53.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['152.0', '156.0', '115.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['61.0', '61.0', '61.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['32.0', '33.0', '7.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['62.0', '66.0', '25.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['171.0', '170.0', '119.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['131.0', '134.0', '95.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['174.0', '174.0', '138.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '177.0', '129.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['3.0', '173.0', '1.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['248.0', '250.0', '250.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['197.0', '197.0', '157.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['56.0', '61.0', '22.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['90.0', '67.0', '249.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['19.0', '15.0', '4.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['149.0', '148.0', '92.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['81.0', '182.0', '237.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['129.0', '133.0', '92.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['47.0', '99.0', '159.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['224.0', '152.0', '82.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['162.0', '160.0', '112.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '177.0', '129.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['131.0', '165.0', '211.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['3.0', '2.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['76.0', '77.0', '27.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['233.0', '95.0', '76.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['156.0', '157.0', '113.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['7.0', '5.0', '4.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['16.0', '53.0', '27.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['138.0', '139.0', '89.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['82.0', '119.0', '193.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['62.0', '57.0', '26.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['95.0', '142.0', '223.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['144.0', '186.0', '251.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['172.0', '171.0', '121.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['69.0', '72.0', '22.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['104.0', '102.0', '71.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['29.0', '29.0', '5.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['22.0', '19.0', '5.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['67.0', '116.0', '184.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['165.0', '177.0', '231.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['90.0', '68.0', '247.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['54.0', '58.0', '23.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '176.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['29.0', '43.0', '37.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['141.0', '145.0', '96.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['128.0', '131.0', '86.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['15.0', '14.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['68.0', '70.0', '51.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '171.0', '121.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['112.0', '115.0', '65.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['165.0', '162.0', '111.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '178.0', '138.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['201.0', '201.0', '165.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['135.0', '135.0', '135.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['159.0', '185.0', '232.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['199.0', '200.0', '161.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['72.0', '88.0', '125.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['198.0', '198.0', '158.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['184.0', '183.0', '139.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['180.0', '177.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['57.0', '118.0', '186.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['44.0', '106.0', '166.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['186.0', '187.0', '145.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['196.0', '195.0', '157.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['15.0', '13.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '176.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['148.0', '149.0', '107.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '166.0', '115.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['7.0', '5.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['169.0', '185.0', '232.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['167.0', '181.0', '234.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['102.0', '107.0', '56.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['169.0', '173.0', '124.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['201.0', '200.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['185.0', '184.0', '140.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '163.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['152.0', '155.0', '105.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['148.0', '187.0', '249.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['46.0', '80.0', '63.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['117.0', '120.0', '74.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '55.0', '19.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['151.0', '150.0', '99.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['88.0', '85.0', '34.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['2.0', '0.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['181.0', '178.0', '134.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['54.0', '54.0', '18.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '163.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['180.0', '177.0', '133.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['64.0', '108.0', '167.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['57.0', '59.0', '23.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['75.0', '114.0', '189.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['68.0', '173.0', '224.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['71.0', '139.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['186.0', '183.0', '139.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['181.0', '178.0', '134.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['162.0', '160.0', '112.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['65.0', '68.0', '18.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['50.0', '114.0', '179.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['170.0', '169.0', '119.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['77.0', '109.0', '174.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['184.0', '200.0', '247.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['30.0', '29.0', '8.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['143.0', '187.0', '250.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['183.0', '180.0', '135.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['166.0', '164.0', '110.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['165.0', '164.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '121.0', '188.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['137.0', '140.0', '94.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['208.0', '217.0', '255.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['26.0', '22.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['135.0', '162.0', '226.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['149.0', '171.0', '22.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['62.0', '92.0', '151.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['145.0', '143.0', '89.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['199.0', '198.0', '160.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['42.0', '43.0', '11.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['2.0', '0.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['154.0', '153.0', '119.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['183.0', '179.0', '138.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['121.0', '120.0', '62.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '53.0', '94.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['6.0', '7.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['139.0', '139.0', '85.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['50.0', '67.0', '130.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['183.0', '179.0', '138.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['3.0', '2.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['20.0', '18.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['185.0', '183.0', '142.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['63.0', '63.0', '23.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['149.0', '151.0', '99.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['179.0', '177.0', '129.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['177.0', '176.0', '132.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['157.0', '159.0', '117.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['6.0', '4.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['50.0', '92.0', '137.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['247.0', '235.0', '231.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['176.0', '174.0', '126.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['55.0', '108.0', '171.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['140.0', '134.0', '99.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['10.0', '10.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['15.0', '14.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['49.0', '168.0', '89.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['157.0', '161.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['116.0', '153.0', '103.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['80.0', '81.0', '31.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['77.0', '79.0', '59.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['42.0', '41.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['39.0', '92.0', '143.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['165.0', '164.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['81.0', '88.0', '131.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['126.0', '161.0', '225.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['45.0', '47.0', '11.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['96.0', '139.0', '220.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['187.0', '186.0', '142.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['177.0', '170.0', '127.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['197.0', '196.0', '158.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['79.0', '107.0', '154.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['53.0', '55.0', '19.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['15.0', '6.0', '186.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['25.0', '20.0', '11.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['182.0', '176.0', '131.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['18.0', '19.0', '10.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['48.0', '47.0', '26.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['94.0', '94.0', '40.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '53.0', '17.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['70.0', '69.0', '31.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['172.0', '171.0', '121.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['249.0', '253.0', '254.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['153.0', '154.0', '110.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['181.0', '180.0', '142.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['178.0', '175.0', '130.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['184.0', '182.0', '141.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['161.0', '165.0', '130.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['180.0', '181.0', '139.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['149.0', '94.0', '217.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['166.0', '179.0', '231.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['172.0', '188.0', '235.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['176.0', '173.0', '128.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['119.0', '154.0', '218.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['41.0', '223.0', '253.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['170.0', '184.0', '236.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['177.0', '175.0', '127.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['198.0', '196.0', '162.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['161.0', '176.0', '225.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['151.0', '154.0', '105.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['59.0', '60.0', '20.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['142.0', '167.0', '223.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['139.0', '181.0', '228.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['163.0', '162.0', '112.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['32.0', '33.0', '7.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['116.0', '97.0', '70.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['77.0', '47.0', '254.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['24.0', '23.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '168.0', '118.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['94.0', '127.0', '196.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['66.0', '126.0', '186.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['182.0', '186.0', '180.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['101.0', '140.0', '208.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['180.0', '181.0', '139.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['4.0', '3.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['195.0', '205.0', '215.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['156.0', '155.0', '99.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '57.0', '22.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['167.0', '186.0', '237.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['114.0', '114.0', '66.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['78.0', '81.0', '32.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['202.0', '200.0', '165.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['53.0', '54.0', '20.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '2.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['141.0', '79.0', '103.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['175.0', '190.0', '239.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['98.0', '144.0', '221.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['58.0', '59.0', '17.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['137.0', '136.0', '78.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['175.0', '183.0', '130.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['54.0', '55.0', '21.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['164.0', '162.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['52.0', '106.0', '159.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['151.0', '152.0', '102.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['12.0', '11.0', '7.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['72.0', '74.0', '28.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['120.0', '170.0', '36.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['41.0', '60.0', '43.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['1.0', '0.0', '2.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['164.0', '162.0', '114.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['183.0', '179.0', '138.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['0.0', '181.0', '0.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['2.0', '5.0', '3.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['99.0', '146.0', '220.0'], 'gt': '1.0', 'pred': '2.0'}
{'label': ['53.0', '54.0', '20.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['59.0', '106.0', '150.0'], 'gt': '1.0', 'pred': '1.0'}
{'label': ['133.0', '136.0', '97.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['133.0', '136.0', '87.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['115.0', '114.0', '70.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['156.0', '160.0', '125.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['105.0', '89.0', '96.0'], 'gt': '2.0', 'pred': '2.0'}
{'label': ['21.0', '69.0', '41.0'], 'gt': '2.0', 'pred': '2.0'}
